
   # PLAYER                  :  RATING  POINTS  PLAYED   (%)  CFS(%)    W    D    L
1429 Chessbalazs             :  1757.1     5.0       7    71     ---    5    0    2
1430 bazlextaz               :  1756.9     5.0       8    62     ---    5    0    3
1431 Petri_PH                :  1756.9    12.0      20    60     ---   11    2    7
1432 Jarszym                 :  1756.7     2.0       7    29     ---    2    0    5
1433 Curunol                 :  1756.7     6.0       9    67     ---    6    0    3
1434 RodrigoSchwingel        :  1756.4     2.0       4    50     ---    2    0    2
1435 BrainY29                :  1756.4     1.5       2    75     ---    1    1    0
1436 naveedzafar             :  1756.1     7.0      17    41     ---    7    0   10
1437 westcampos              :  1756.0     3.0       7    43     ---    3    0    4
1438 MACKEIHAN_1974          :  1755.5   222.5     452    49     ---  203   39  210
1439 isketzo67               :  1755.3     1.0       2    50     ---    1    0    1
1440 Youngest2               :  1755.3     2.0       8    25     ---    2    0    6
1441 hallohavefun            :  1754.9    19.5      32    61     ---   16    7    9
1442 wuisl                   :  1754.9     0.5       1    50     ---    0    1    0
1443 Pabl0Chess              :  1754.5     2.0       3    67     ---    2    0    1
1444 Henry-Grob-Fan          :  1754.4     4.0       6    67     ---    4    0    2
1445 Urschwabe               :  1754.3     2.0       3    67     ---    2    0    1
1446 leit0815                :  1754.2     4.0       5    80     ---    4    0    1
1447 SlavAstrov              :  1753.8     7.5      18    42     ---    6    3    9
1448 Rybtsev555              :  1753.5     4.5       8    56     ---    4    1    3
1449 pir6u                   :  1753.5     3.0       4    75     ---    3    0    1
1450 kobajagrande            :  1753.5    14.0      18    78     ---   13    2    3
1451 Limonderimon            :  1753.2     4.0       7    57     ---    4    0    3
1452 Nikitosik1708           :  1753.0     8.0       9    89     ---    8    0    1
1453 sabsnathan              :  1752.8     6.0       7    86     ---    6    0    1
1454 ramizjohn               :  1752.6     2.5       4    62     ---    2    1    1
1455 HeyLana                 :  1752.5     3.5       5    70     ---    3    1    1
1456 nomisol                 :  1752.4     2.0       3    67     ---    2    0    1
1457 Zack_Metcalfe           :  1751.9     1.5       3    50     ---    1    1    1
1458 SACC_Coach_John         :  1751.7    13.0      21    62     ---   13    0    8
1459 maranatha_1989          :  1751.6     4.5       9    50     ---    3    3    3
1460 M_o_P_o_K               :  1751.4     5.0      11    45     ---    5    0    6
1461 Springzumturm           :  1751.3     4.0      12    33     ---    3    2    7
1462 juscy                   :  1751.2    31.0      51    61     ---   29    4   18
1463 Mordred_Atlas           :  1751.2     1.0       2    50     ---    1    0    1
1464 MX-Futhark              :  1751.2     4.0       6    67     ---    4    0    2
1465 Knight_of_way           :  1750.8     3.0       6    50     ---    3    0    3
1466 JuuaannX                :  1750.7     1.0       2    50     ---    1    0    1
1467 MIHAIL_chess99          :  1750.7     2.0       3    67     ---    2    0    1
1468 Lucius_M                :  1750.7     3.0       4    75     ---    2    2    0
1469 JonasTheTurm            :  1750.7     2.0       5    40     ---    2    0    3
1470 rabad                   :  1750.7     5.0       6    83     ---    5    0    1
1471 Ali1985bs               :  1750.5    12.0      20    60     ---   11    2    7
1472 ianlow99                :  1750.4     9.5      21    45     ---    8    3   10
1473 kaishaku83              :  1750.4     4.0       5    80     ---    4    0    1
1474 takerley                :  1749.9     6.5      15    43     ---    6    1    8
1475 masakrista              :  1749.7     5.0      12    42     ---    4    2    6
1476 ilvecchioscacchista     :  1749.5     4.5       5    90     ---    4    1    0
1477 zahorak                 :  1749.3    18.0      31    58     ---   17    2   12
1478 sasa2000                :  1749.2    14.5      16    91     ---   14    1    1
1479 slobberslimehed         :  1749.1     9.0      15    60     ---    9    0    6
1480 thedexter102            :  1749.1     5.5       7    79     ---    5    1    1
1481 Karoffel                :  1749.0    68.5      97    71     ---   67    3   27
1482 hawk667                 :  1749.0     4.5       7    64     ---    4    1    2
1483 JeiPi96                 :  1748.8     7.5      11    68     ---    7    1    3
1484 Sudoku369               :  1748.5     4.5       9    50     ---    4    1    4
1485 dat213NEW               :  1748.3     9.0      15    60     ---    9    0    6
1486 kovika3                 :  1748.3     5.0      16    31     ---    5    0   11
1487 rihlok                  :  1748.2     3.0       4    75     ---    3    0    1
1488 Herr_Steppenwolf        :  1747.7     6.0      10    60     ---    5    2    3
1489 Haspelknecht            :  1747.5     3.0       6    50     ---    3    0    3
1490 T1PPF3H73R              :  1746.6    15.0      17    88     ---   14    2    1
1491 elpita                  :  1746.5     2.0       6    33     ---    2    0    4
1492 NagvalDonhuan           :  1746.3     7.5      13    58     ---    7    1    5
1493 GeeRizzle               :  1746.3     4.0       6    67     ---    4    0    2
1494 SOS-Taktikmonster       :  1746.3     2.0       4    50     ---    2    0    2
1495 slava155                :  1746.2     1.0       4    25     ---    1    0    3
1496 tototutu                :  1746.1    20.5      27    76     ---   20    1    6
1497 chez_lord               :  1746.1     6.5       9    72     ---    6    1    2
1498 Einar70                 :  1746.0     4.0       5    80     ---    4    0    1
1499 PM20233                 :  1745.7     7.5      10    75     ---    7    1    2
1500 mnvv                    :  1745.7     1.0       2    50     ---    1    0    1
1501 paoloponneso            :  1745.7     4.0       9    44     ---    4    0    5
1502 juemume                 :  1745.6     1.0       2    50     ---    1    0    1
1503 David_Lerner            :  1745.5     3.0       4    75     ---    3    0    1
1504 shrekinkedisi14         :  1745.2     1.0       4    25     ---    1    0    3
1505 epitre                  :  1745.2     5.5      14    39     ---    4    3    7
1506 Matze_Thomssen          :  1745.1     8.0       9    89     ---    8    0    1
1507 RedPanda33              :  1745.1     4.0       5    80     ---    4    0    1
1508 Ohmu                    :  1745.0     3.0       4    75     ---    3    0    1
1509 ReD1928                 :  1745.0    10.0      12    83     ---   10    0    2
1510 whitekknight            :  1744.8     3.0       4    75     ---    3    0    1
1511 bidji2018               :  1744.7     6.0       8    75     ---    6    0    2
1512 blader2                 :  1744.7     5.0      12    42     ---    5    0    7
1513 Petsch_i                :  1744.5     2.0       3    67     ---    2    0    1
1514 Pictave                 :  1744.5     6.0       7    86     ---    6    0    1
1515 Cosmic09                :  1744.3    16.0      36    44     ---   13    6   17
1516 BadHorse666             :  1744.1     5.0       8    62     ---    5    0    3
1517 Lucid1963               :  1744.0     1.5       3    50     ---    1    1    1
1518 djfantome               :  1744.0    31.0      39    79     ---   31    0    8
1519 Free77Bird              :  1743.8    10.5      19    55     ---    9    3    7
1520 repcak8383              :  1743.7     1.5       3    50     ---    1    1    1
1521 BarryWar                :  1743.3     1.0       2    50     ---    1    0    1
1522 JeanetteMorrison        :  1743.2    15.0      17    88     ---   15    0    2
1523 Pierrotlefou56          :  1742.5     6.5      19    34     ---    5    3   11
1524 Bauernschach2023        :  1742.1     6.5      12    54     ---    6    1    5
1525 IvJaiN                  :  1742.0     5.5       6    92     ---    5    1    0
1526 Mikavds                 :  1741.9     1.0       3    33     ---    1    0    2
1527 Oak-tree                :  1741.7     4.0       6    67     ---    4    0    2
1528 Mimi-57                 :  1741.7     1.0       2    50     ---    1    0    1
1529 Volcoom                 :  1740.9     1.0       3    33     ---    1    0    2
1530 MRCLM                   :  1740.8     7.0      10    70     ---    7    0    3
1531 ChessBum13              :  1740.7    18.0      25    72     ---   17    2    6
1532 A1ien                   :  1740.6    18.0      44    41     ---   13   10   21
1533 Sharvarik3003           :  1740.5     4.5       5    90     ---    4    1    0
1534 SHADY_ROCKY             :  1740.3     1.0       2    50     ---    1    0    1
1535 Humument                :  1740.2     4.0       6    67     ---    4    0    2
1536 Nakamichi1000           :  1740.2     2.5       6    42     ---    2    1    3
1537 Model_T800              :  1740.1    22.0      42    52     ---   21    2   19
1538 TrafficSafety           :  1740.1     4.5       9    50     ---    4    1    4
1539 mars69ha                :  1739.8     8.0      17    47     ---    8    0    9
1540 AlexMercer01            :  1739.6    11.0      19    58     ---   11    0    8
1541 sangisi                 :  1739.4     2.0       4    50     ---    2    0    2
1542 KAPACyK                 :  1739.4     2.0       4    50     ---    2    0    2
1543 feelthecrack            :  1739.3     2.0       3    67     ---    2    0    1
1544 Chessikus01             :  1739.1     4.0       7    57     ---    3    2    2
1545 alz59                   :  1739.0     6.0       9    67     ---    6    0    3
1546 Igorka1960              :  1739.0     0.5       2    25     ---    0    1    1
1547 Apalord                 :  1738.9    19.0      24    79     ---   19    0    5
1548 EPP                     :  1738.8     5.0       6    83     ---    5    0    1
1549 Mischu_Mascha           :  1738.8     3.0       6    50     ---    3    0    3
1550 Rip-Trip                :  1738.8     2.0       3    67     ---    2    0    1
1551 arvo1938                :  1738.8     1.5       4    38     ---    1    1    2
1552 dretenvdb               :  1738.5     3.5       5    70     ---    3    1    1
1553 Maxi404                 :  1738.2     6.0      19    32     ---    5    2   12
1554 pawnstroke              :  1738.1     7.0       9    78     ---    7    0    2
1555 JacoFerr                :  1738.0     6.0      11    55     ---    6    0    5
1556 Sauli78                 :  1738.0     6.0       7    86     ---    5    2    0
1557 MrPeterle               :  1737.9    36.0      61    59     ---   34    4   23
1558 incemehmed              :  1737.8     4.0       6    67     ---    4    0    2
1559 bigmiggy                :  1737.5     2.0       4    50     ---    2    0    2
1560 indorek66               :  1737.5     1.0       3    33     ---    1    0    2
1561 Mischania88             :  1737.4     8.0      14    57     ---    8    0    6
1562 aldebaranek67           :  1737.4     2.0       4    50     ---    2    0    2
1563 CaganDas                :  1737.0     3.0       5    60     ---    3    0    2
1564 pomarino2               :  1736.9     2.5       5    50     ---    2    1    2
1565 Craigveitch             :  1736.9     9.5      19    50     ---    9    1    9
1566 Abrid                   :  1736.8    12.5      16    78     ---   12    1    3
1567 rseb                    :  1736.6     5.0      10    50     ---    4    2    4
1568 Seabody                 :  1736.2     9.0      14    64     ---    9    0    5
1569 hank100                 :  1736.1    47.0     213    22     ---   40   14  159
1570 laki3                   :  1735.8     5.0      11    45     ---    4    2    5
1571 patrol                  :  1735.8     2.0       3    67     ---    2    0    1
1572 Gofffman777             :  1735.6    23.5      49    48     ---   22    3   24
1573 khiraq                  :  1735.4     0.5       4    12     ---    0    1    3
1574 victor1299              :  1735.4     5.0       8    62     ---    5    0    3
1575 Rimge                   :  1735.2     2.5       3    83     ---    2    1    0
1576 jeff_ford               :  1735.1     2.0       3    67     ---    2    0    1
1577 pepy45                  :  1735.0    16.5      31    53     ---   15    3   13
1578 i_gkogkornas            :  1734.9     3.0       5    60     ---    2    2    1
1579 lefty10spro             :  1734.4     5.0       9    56     ---    4    2    3
1580 PeteTheBish             :  1734.4     2.0       3    67     ---    2    0    1
1581 KevinHac                :  1733.8     3.0       6    50     ---    3    0    3
1582 jp280                   :  1733.6     1.5       3    50     ---    1    1    1
1583 MarcoKann               :  1733.3     2.0       8    25     ---    1    2    5
1584 LeonDuisburg23          :  1733.0    12.0      21    57     ---   11    2    8
1585 pernh                   :  1732.9    11.0      15    73     ---   10    2    3
1586 SluchaynazPOBEDA        :  1732.7     2.0       3    67     ---    2    0    1
1587 Toodfish                :  1732.4     1.0       2    50     ---    1    0    1
1588 philcorn                :  1732.4    32.5      74    44     ---   26   13   35
1589 mysticalpawn333         :  1732.3     8.0      12    67     ---    8    0    4
1590 marina_novii21          :  1732.1     5.5       8    69     ---    5    1    2
1591 TheIndri                :  1732.1     1.5       3    50     ---    1    1    1
1592 shakhmatodon            :  1732.0    46.5      77    60     ---   46    1   30
1593 fabricevb               :  1731.3     2.5       4    62     ---    2    1    1
1594 JaphyRider81            :  1731.3     1.0       2    50     ---    1    0    1
1595 santialbatros           :  1731.0     2.5       6    42     ---    2    1    3
1596 mostly5254              :  1730.9     1.5       3    50     ---    1    1    1
1597 xrained                 :  1730.8     9.5      11    86     ---    9    1    1
1598 MarsiTiger              :  1730.8     9.5      20    48     ---    9    1   10
1599 TDBiggles               :  1730.3     2.0       5    40     ---    2    0    3
1600 w1w2w31                 :  1730.2     2.0       3    67     ---    2    0    1
1601 Ghost79                 :  1730.0     2.0       9    22     ---    2    0    7
1602 GenPlischke             :  1729.9     7.5      10    75     ---    7    1    2
1603 fkrtvc                  :  1729.8    15.0      22    68     ---   15    0    7
1604 ylEyoB                  :  1729.8     3.5       4    88     ---    3    1    0
1605 VictorChmutin           :  1729.8     1.0       3    33     ---    0    2    1
1606 Willem                  :  1729.7     1.0       2    50     ---    1    0    1
1607 GomezAtabales           :  1729.7     3.0       5    60     ---    3    0    2
1608 fmka                    :  1729.7     2.0       3    67     ---    1    2    0
1609 Thailand_Sunset         :  1729.6    21.5      36    60     ---   21    1   14
1610 racinest                :  1729.6     5.0      10    50     ---    4    2    4
1611 Dzaneck                 :  1729.6     5.0      10    50     ---    5    0    5
1612 kingreza85o             :  1729.5     2.0       6    33     ---    2    0    4
1613 Chessprof79             :  1729.1     1.0       3    33     ---    1    0    2
1614 m_Gainz                 :  1728.9     1.0       2    50     ---    1    0    1
1615 Chiromax                :  1728.9     4.0       6    67     ---    4    0    2
1616 Serg1960                :  1728.5     1.0       2    50     ---    1    0    1
1617 gummeah                 :  1728.3    22.0      46    48     ---   22    0   24
1618 andei-1                 :  1728.3     5.5      18    31     ---    3    5   10
1619 tititogepi              :  1728.0    45.5      64    71     ---   45    1   18
1620 michaelhowell223        :  1727.8     2.0       3    67     ---    2    0    1
1621 RLGeiser                :  1727.7     1.0       2    50     ---    1    0    1
1622 YassineMansor           :  1727.7     3.0       7    43     ---    3    0    4
1623 Fuchser1979             :  1727.6     3.0       4    75     ---    3    0    1
1624 pablotto                :  1727.4     1.5       3    50     ---    1    1    1
1625 pizzawalter             :  1727.4    11.0      20    55     ---   10    2    8
1626 ERPAPE1                 :  1727.2     2.0       3    67     ---    2    0    1
1627 EdgardoDeLeon           :  1727.1     1.0       2    50     ---    1    0    1
1628 LegendaryButterfly      :  1727.1     1.0       2    50     ---    1    0    1
1629 Thomasb21               :  1727.0     4.0       7    57     ---    4    0    3
1630 CapelloJones            :  1726.8     1.5       4    38     ---    1    1    2
1631 Tilkowski               :  1726.7     5.0       8    62     ---    5    0    3
1632 HAZELHURSTKID           :  1726.7     1.0       2    50     ---    1    0    1
1633 Kquuzo                  :  1726.6     8.0      12    67     ---    8    0    4
1634 Regisolivier69          :  1726.4     1.0       2    50     ---    1    0    1
1635 hrestonosets_daad       :  1726.4     1.0       2    50     ---    1    0    1
1636 Geetika_V               :  1726.3     5.0       7    71     ---    5    0    2
1637 KingChasa               :  1726.2     0.5       2    25     ---    0    1    1
1638 OrganicAutomata         :  1726.0     1.0       2    50     ---    1    0    1
1639 Eduardo-Lucad           :  1725.7    18.5      58    32     ---   18    1   39
1640 Sergi_Sole_04           :  1725.6    10.0      15    67     ---   10    0    5
1641 taxi4477                :  1725.4     6.0      16    38     ---    6    0   10
1642 HeisenbergAlexey        :  1725.4     5.0       7    71     ---    4    2    1
1643 gherlanezu              :  1725.3     2.0       5    40     ---    2    0    3
1644 Etothetaui              :  1725.0     1.0       2    50     ---    1    0    1
1645 b3NTFORK                :  1725.0    19.5      26    75     ---   19    1    6
1646 HanifeZz                :  1724.4     6.0      10    60     ---    6    0    4
1647 Kangaroo3000            :  1724.3     5.0      10    50     ---    5    0    5
1648 ecilA_neeuQ             :  1724.3     1.0       2    50     ---    1    0    1
1649 DERMOKRAT               :  1724.2     3.0       5    60     ---    3    0    2
1650 ZimtnZucker             :  1723.5     3.0       4    75     ---    3    0    1
1651 EgoriyPBD               :  1723.3     1.5       3    50     ---    1    1    1
1652 jayt34                  :  1723.1     3.0       7    43     ---    3    0    4
1653 volnia                  :  1723.0     2.0       4    50     ---    2    0    2
1654 Sentdomingo             :  1723.0     3.0       6    50     ---    3    0    3
1655 Liebhaber_e4            :  1722.9     2.0       8    25     ---    2    0    6
1656 rcthompson88            :  1722.6     2.0       3    67     ---    2    0    1
1657 SummerThereof           :  1722.5     5.5      16    34     ---    5    1   10
1658 Raulmartinez62          :  1722.4    64.0     161    40     ---   51   26   84
1659 ROBERTO64               :  1722.1    29.0      55    53     ---   28    2   25
1660 Hansakrieger2812        :  1721.9     2.5       3    83     ---    2    1    0
1661 JanakJani               :  1721.7     2.0       5    40     ---    2    0    3
1662 GustavoParreira1351     :  1721.6     9.0      27    33     ---    9    0   18
1663 yanndumont              :  1721.5    17.0      28    61     ---   16    2   10
1664 EXPLOSlVE               :  1721.0     6.0      16    38     ---    6    0   10
1665 JoeyZStone              :  1720.8     2.0       6    33     ---    1    2    3
1666 paddyavinadav           :  1720.7     6.0       9    67     ---    6    0    3
1667 ComesInWaves            :  1720.3     1.0       2    50     ---    1    0    1
1668 jmcaballer              :  1720.3     2.0       4    50     ---    2    0    2
1669 Koennn                  :  1720.2     2.0       3    67     ---    2    0    1
1670 cube45                  :  1720.0     2.0       5    40     ---    2    0    3
1671 WarrentheGreat          :  1719.9     3.0       4    75     ---    3    0    1
1672 jamin67038              :  1719.8     7.0       9    78     ---    6    2    1
1673 JoniSmil3               :  1719.7    46.5      70    66     ---   44    5   21
1674 Santiago1930            :  1719.7     0.5       1    50     ---    0    1    0
1675 Chimyy                  :  1719.5     1.0       2    50     ---    1    0    1
1676 ChessMess1971           :  1719.1     6.0      11    55     ---    6    0    5
1677 kanu365                 :  1719.0    14.5      30    48     ---   13    3   14
1678 Ekke_mue                :  1718.8     3.0       4    75     ---    3    0    1
1679 Alex76_T                :  1718.5     8.5      20    42     ---    8    1   11
1680 Dredde                  :  1718.5     2.5       3    83     ---    2    1    0
1681 Stanis_La_Rochelle      :  1718.4     1.0       2    50     ---    1    0    1
1682 PATRIK1209              :  1718.4     1.0       3    33     ---    0    2    1
1683 Hanybal335              :  1718.3     6.0       8    75     ---    6    0    2
1684 bricole63               :  1717.7     0.5       1    50     ---    0    1    0
1685 WilliWildpark           :  1717.6     9.0      11    82     ---    9    0    2
1686 lackluster              :  1717.1     2.0       3    67     ---    2    0    1
1687 Alexander_Vorobyov      :  1717.0    31.0      51    61     ---   30    2   19
1688 kingcap                 :  1716.8    11.5      25    46     ---   11    1   13
1689 ALWAYSWANNASHINE        :  1716.4     5.0       8    62     ---    5    0    3
1690 Bugcrusher              :  1716.2     2.0       4    50     ---    1    2    1
1691 oscar_cui               :  1716.2     1.0       2    50     ---    1    0    1
1692 JustGotLucky            :  1716.0     4.0      12    33     ---    4    0    8
1693 picaveli                :  1715.8     1.5       3    50     ---    1    1    1
1694 sacais_sa               :  1715.6     3.0       4    75     ---    3    0    1
1695 dizusman                :  1715.6     5.0       8    62     ---    5    0    3
1696 skarabrae               :  1715.5     2.0       3    67     ---    2    0    1
1697 francous                :  1715.3     1.0       3    33     ---    1    0    2
1698 rougon                  :  1715.2    15.0      37    41     ---   13    4   20
1699 AbrakadabraSimsalabi    :  1715.1     5.0      11    45     ---    5    0    6
1700 Garbajov                :  1714.8    21.5      38    57     ---   21    1   16
1701 tricky5                 :  1714.7     6.5      10    65     ---    6    1    3
1702 taxifrau59              :  1714.6     3.0       6    50     ---    3    0    3
1703 Zhaklina                :  1714.2     0.5       2    25     ---    0    1    1
1704 ivoke                   :  1714.2     1.0       2    50     ---    1    0    1
1705 Hamdyomar               :  1713.9    19.5      31    63     ---   19    1   11
1706 Luciano1800             :  1713.8     7.0      14    50     ---    7    0    7
1707 osamahatem              :  1713.8     1.0       2    50     ---    1    0    1
1708 Snailor_Moon            :  1713.4     1.0       2    50     ---    1    0    1
1709 COCOBEL                 :  1712.4    13.5      33    41     ---   12    3   18
1710 mehran_93               :  1712.0     2.0       3    67     ---    2    0    1
1711 Antsirabe               :  1711.9     3.0       7    43     ---    3    0    4
1712 plato42k                :  1711.6     1.0       2    50     ---    1    0    1
1713 Spartakiller1           :  1711.6     1.0       2    50     ---    1    0    1
1714 ManuelAcostaCR          :  1710.8     1.0       2    50     ---    1    0    1
1715 qadroo                  :  1710.8    11.0      24    46     ---   10    2   12
1716 Bernd-Uwe               :  1710.8     1.0       3    33     ---    1    0    2
1717 qwpszeliga              :  1710.7     8.0      15    53     ---    8    0    7
1718 PawMos                  :  1710.7     4.0       5    80     ---    4    0    1
1719 d4dilettante            :  1710.5    15.5      23    67     ---   15    1    7
1720 sorrynotakebacks        :  1710.4     4.5       7    64     ---    4    1    2
1721 Zedsdead1982            :  1710.4     3.0       4    75     ---    3    0    1
1722 Sadko33                 :  1710.3     1.0       3    33     ---    1    0    2
1723 dorse98                 :  1710.2    11.0      12    92     ---   11    0    1
1724 DrBlackSam              :  1709.7     5.0       7    71     ---    5    0    2
1725 Dirkov                  :  1709.5     9.0      13    69     ---    9    0    4
1726 amalinowski             :  1709.2     4.0       5    80     ---    4    0    1
1727 JimUrban314             :  1709.1     8.5      13    65     ---    8    1    4
1728 FIBBY_BOSCHER-1977      :  1709.1     9.5      20    48     ---    9    1   10
1729 howcanyoumake           :  1709.0     2.0       3    67     ---    2    0    1
1730 acmov                   :  1708.9     4.5       8    56     ---    4    1    3
1731 msralikk                :  1708.3     2.0       3    67     ---    2    0    1
1732 borispot60              :  1708.0     4.5      10    45     ---    4    1    5
1733 flutemaker              :  1707.7    15.0      27    56     ---   14    2   11
1734 Treideck                :  1707.7     1.0       2    50     ---    1    0    1
1735 FxKn                    :  1707.7     1.0       2    50     ---    1    0    1
1736 SkyBond                 :  1707.4    12.0      16    75     ---   12    0    4
1737 MarigoA                 :  1707.0    32.5      47    69     ---   31    3   13
1738 Lewwerworscht           :  1707.0     3.0       6    50     ---    3    0    3
1739 KiryuhaWin              :  1706.9     7.0       9    78     ---    7    0    2
1740 maybehewill             :  1706.9     2.0       3    67     ---    2    0    1
1741 mispra54d               :  1706.9     6.5       8    81     ---    6    1    1
1742 rogeirao                :  1706.6     1.5       8    19     ---    1    1    6
1743 PresidentDarcy          :  1706.0     1.0       4    25     ---    1    0    3
1744 Sponkie                 :  1706.0     1.5       8    19     ---    1    1    6
1745 Kolivan                 :  1705.7     1.5       4    38     ---    1    1    2
1746 Gritsch                 :  1705.7     1.0       2    50     ---    1    0    1
1747 bpfeifer                :  1705.2     1.0       2    50     ---    1    0    1
1748 AndrewSoane             :  1704.8     2.0       5    40     ---    2    0    3
1749 arikthekind             :  1704.7     5.0       8    62     ---    5    0    3
1750 BryBro                  :  1704.5     0.5       2    25     ---    0    1    1
1751 EATMEIFYOUCANDUDE       :  1703.8     0.5       4    12     ---    0    1    3
1752 HovyGo                  :  1703.6     1.0       2    50     ---    1    0    1
1753 ncjet                   :  1703.4    23.5      36    65     ---   23    1   12
1754 michalogiorgakis        :  1703.1     3.0       4    75     ---    3    0    1
1755 Arvela                  :  1702.8     3.0       4    75     ---    3    0    1
1756 Graessi                 :  1702.7     3.0       8    38     ---    3    0    5
1757 danfromthehills         :  1702.7    13.5      20    68     ---   13    1    6
1758 AK1192                  :  1702.6     5.0      14    36     ---    5    0    9
1759 seingalt63              :  1702.3     0.5       1    50     ---    0    1    0
1760 paterfischi             :  1702.3    28.5      48    59     ---   25    7   16
1761 LuGuiZera               :  1701.9     4.0       5    80     ---    4    0    1
1762 alvareas72              :  1701.8     0.5       1    50     ---    0    1    0
1763 russell2601             :  1701.6     3.0       4    75     ---    3    0    1
1764 vmipronob               :  1701.6    10.0      20    50     ---   10    0   10
1765 Alexisei                :  1701.6     1.0       2    50     ---    1    0    1
1766 Carl-L                  :  1701.5    13.0      24    54     ---   13    0   11
1767 louicheckmate           :  1701.2    11.5      18    64     ---   11    1    6
1768 BalkanDog               :  1701.2     4.0       5    80     ---    4    0    1
1769 aniki72                 :  1700.6     6.0       8    75     ---    5    2    1
1770 phiveshtaar             :  1700.5     0.5       1    50     ---    0    1    0
1771 errorFile               :  1700.5     1.0       2    50     ---    1    0    1
1772 otuken                  :  1700.3    20.0      36    56     ---   20    0   16
1773 saberdardouri           :  1700.3     6.5      11    59     ---    6    1    4
1774 julienschmaltz          :  1700.3     2.5       6    42     ---    2    1    3
1775 pr0phylaxis             :  1699.8     3.5       4    88     ---    3    1    0
1776 Kings_Army              :  1699.5     2.0       4    50     ---    1    2    1
1777 PhoenixAttorney         :  1699.5     5.5      12    46     ---    4    3    5
1778 TomySvk                 :  1699.4     1.5       3    50     ---    1    1    1
1779 lifecouch               :  1699.0     5.0       6    83     ---    5    0    1
1780 tukan_0630              :  1698.9     3.0       6    50     ---    2    2    2
1781 AlexZima                :  1698.9     7.0      11    64     ---    7    0    4
1782 Jiration                :  1698.8     1.0       3    33     ---    1    0    2
1783 yusef-alfadel           :  1698.7     3.0       4    75     ---    3    0    1
1784 Pokaia                  :  1698.6     2.0       3    67     ---    2    0    1
1785 sofithcheallaigh        :  1698.5     1.0       2    50     ---    1    0    1
1786 andreyd4                :  1698.4     7.0      17    41     ---    7    0   10
1787 Verral                  :  1698.3     1.0       2    50     ---    1    0    1
1788 nestorro                :  1698.1    10.0      15    67     ---   10    0    5
1789 zahmadov                :  1698.1     8.0      16    50     ---    7    2    7
1790 blackwolf403            :  1698.1     1.0       2    50     ---    1    0    1
1791 pinkfloydhomer          :  1698.0     2.0       3    67     ---    2    0    1
1792 geophile                :  1697.9     1.0       2    50     ---    1    0    1
1793 fishinatot              :  1697.8     3.0       5    60     ---    3    0    2
1794 brutem4n                :  1697.7     3.0       4    75     ---    3    0    1
1795 Vatrych                 :  1697.3     3.0       6    50     ---    3    0    3
1796 FairlyReasonable        :  1697.2     1.0       4    25     ---    1    0    3
1797 Andrushka_Eziovic       :  1696.9     4.0       5    80     ---    4    0    1
1798 T880KYS                 :  1696.8     2.0       3    67     ---    2    0    1
1799 Schmidi49               :  1696.8     6.5      10    65     ---    6    1    3
1800 matheus_PA              :  1696.6    11.0      19    58     ---   10    2    7
1801 Diejedrez82             :  1696.4     4.0       6    67     ---    4    0    2
1802 CostaFilho              :  1695.5     5.0       6    83     ---    5    0    1
1803 shahab61                :  1695.5    26.5      40    66     ---   25    3   12
1804 Lewivo15                :  1695.3    15.5      30    52     ---   14    3   13
1805 tourloup                :  1695.0     2.0       3    67     ---    2    0    1
1806 Jaminjamin              :  1694.9     3.0       4    75     ---    3    0    1
1807 cadkyjo                 :  1694.8     7.0      10    70     ---    7    0    3
1808 RealMedok               :  1694.8    17.0      28    61     ---   16    2   10
1809 Lake_Tekapo             :  1694.6     5.5       8    69     ---    5    1    2
1810 Hannes64                :  1694.4     9.0      13    69     ---    9    0    4
1811 lindsaydadsie           :  1694.2     9.0      14    64     ---    9    0    5
1812 kmleong                 :  1694.1     4.0       6    67     ---    4    0    2
1813 oopsiewoopsieUwU        :  1694.0     3.0       4    75     ---    3    0    1
1814 Vaponok                 :  1693.9     2.5       3    83     ---    2    1    0
1815 ldzoid                  :  1693.3    19.5      29    67     ---   19    1    9
1816 zkill11                 :  1693.1     2.5       5    50     ---    2    1    2
1817 Nikolayzoro             :  1693.0     5.0       7    71     ---    4    2    1
1818 SergeyB78               :  1692.9     6.0      14    43     ---    6    0    8
1819 GBrothers_P             :  1692.8     3.0       5    60     ---    3    0    2
1820 robertbo                :  1692.6     9.0      16    56     ---    9    0    7
1821 TUCAFARIA               :  1692.5    12.0      17    71     ---   12    0    5
1822 xWillvy                 :  1692.4     2.0       3    67     ---    2    0    1
1823 FinneSand               :  1692.4     5.0       6    83     ---    5    0    1
1824 Qhess2000               :  1692.3     6.5       9    72     ---    6    1    2
1825 teaflatwarmbeer         :  1692.3     3.0       4    75     ---    3    0    1
1826 TopCop67                :  1692.2     8.5      12    71     ---    8    1    3
1827 jenur                   :  1692.2     7.5      14    54     ---    6    3    5
1828 owen339                 :  1692.2     5.5       7    79     ---    5    1    1
1829 Hashas                  :  1692.0    22.0      39    56     ---   21    2   16
1830 GojiSchach              :  1691.9     8.5      11    77     ---    8    1    2
1831 m66agcg                 :  1691.5     2.0       4    50     ---    2    0    2
1832 Oleg5134                :  1691.3     2.0       3    67     ---    2    0    1
1833 Top100Koth              :  1691.3    14.0      19    74     ---   13    2    4
1834 frankiestainless        :  1691.3     5.0      11    45     ---    5    0    6
1835 Benjamin_Benoni         :  1691.1     9.0      16    56     ---    8    2    6
