
   # PLAYER                  :  RATING  POINTS  PLAYED   (%)  CFS(%)     W    D     L
3407 heybronicepp            :  1772.1     1.0       2    50     ---     1    0     1
3408 UniversalSun            :  1772.0     0.5       1    50     ---     0    1     0
3409 Iphazha                 :  1771.9    39.0      81    48     ---    38    2    41
3410 ultrabulletb            :  1771.9     2.0      11    18     ---     2    0     9
3411 Rezo2015                :  1771.6     8.0      18    44     ---     8    0    10
3412 chess_tour              :  1771.6     5.5       9    61     ---     5    1     3
3413 elusives                :  1771.4     5.0      11    45     ---     5    0     6
3414 I_AM_SLIM_SHADY         :  1771.3     1.0       2    50     ---     1    0     1
3415 maks454                 :  1771.2     9.0      12    75     ---     9    0     3
3416 AlekseiAleskin          :  1771.2   254.0     538    47     ---   248   12   278
3417 lololol00000            :  1771.0     6.5      16    41     ---     6    1     9
3418 spaghetti-fault         :  1771.0     6.5      11    59     ---     6    1     4
3419 grandmaster1372         :  1770.8     1.0       5    20     ---     1    0     4
3420 brustydz                :  1770.8    40.0      43    93     ---    40    0     3
3421 Maxvadi                 :  1770.8     8.0      15    53     ---     8    0     7
3422 Tacticianfinest         :  1770.7    12.0      22    55     ---    12    0    10
3423 Bogdan_5                :  1770.5     2.0       3    67     ---     2    0     1
3424 PawnmatedPCM            :  1770.4    10.0      12    83     ---    10    0     2
3425 linpdon                 :  1770.2     3.0       4    75     ---     3    0     1
3426 sharapiev04             :  1770.2     2.0       4    50     ---     2    0     2
3427 Minami373Hamabe         :  1770.2     8.0      17    47     ---     8    0     9
3428 Fawnpawn                :  1770.1     4.0       8    50     ---     4    0     4
3429 SouthAfricanGoat29      :  1770.1     4.0       9    44     ---     4    0     5
3430 Abhijay-sharma3         :  1770.0    11.0      18    61     ---    11    0     7
3431 CorPoral-2007           :  1769.8     7.0      10    70     ---     7    0     3
3432 hiroki6                 :  1769.8    19.0      44    43     ---    19    0    25
3433 FabNpcTj                :  1769.3     1.0       2    50     ---     1    0     1
3434 ahmad_subhan02          :  1769.3    15.0      20    75     ---    15    0     5
3435 kair247                 :  1769.1     1.0       2    50     ---     1    0     1
3436 ThePracticeGuy          :  1769.0   123.5     304    41     ---   116   15   173
3437 hduiahu                 :  1768.7     3.0       4    75     ---     3    0     1
3438 rkido                   :  1768.5    46.0      89    52     ---    46    0    43
3439 Snoopywoodstock         :  1768.3    14.0      27    52     ---    14    0    13
3440 CaerulaAlta             :  1768.2     1.0       2    50     ---     1    0     1
3441 mishindanila            :  1768.1    10.0      23    43     ---    10    0    13
3442 Bartavelle              :  1768.0    12.0      17    71     ---    12    0     5
3443 Paul07K                 :  1768.0    24.5      38    64     ---    24    1    13
3444 dqonnchess              :  1767.8    15.5      38    41     ---    15    1    22
3445 ChessChampion1357       :  1767.7     1.0       3    33     ---     1    0     2
3446 ServantOfServants       :  1767.7     6.0      12    50     ---     6    0     6
3447 Dream778                :  1767.4    16.5      28    59     ---    16    1    11
3448 Julius120               :  1767.3    14.0      24    58     ---    14    0    10
3449 Alekhing01              :  1767.2     1.0       2    50     ---     1    0     1
3450 DontBeScared007         :  1767.1    16.5      46    36     ---    16    1    29
3451 kharab001100            :  1767.1    64.5     121    53     ---    64    1    56
3452 Leprogg_dave            :  1766.8     2.0       5    40     ---     2    0     3
3453 Rudra0310               :  1766.8     3.0      10    30     ---     3    0     7
3454 Wolverine-007           :  1766.6     2.5       5    50     ---     2    1     2
3455 TihonVlasov             :  1766.3    59.0      93    63     ---    59    0    34
3456 N0seQponer              :  1766.2     5.0       9    56     ---     5    0     4
3457 Kepa_Sakolegi           :  1766.2     4.0       6    67     ---     4    0     2
3458 jules_tpn               :  1766.1     2.0       4    50     ---     2    0     2
3459 chessseeee11111         :  1766.0     1.0       2    50     ---     1    0     1
3460 cristianhernan05        :  1765.4   602.0    1598    38     ---   598    8   992
3461 nasario3291             :  1765.3     4.0       5    80     ---     4    0     1
3462 playerinho              :  1765.2     6.0      22    27     ---     6    0    16
3463 MWSTARKEthe2nd          :  1765.1    25.0      35    71     ---    25    0    10
3464 laxmi-hari              :  1765.0     2.0       6    33     ---     2    0     4
3465 DCA_KEVIN2010           :  1765.0     1.0       2    50     ---     1    0     1
3466 Orgelspitze             :  1764.8     9.0      14    64     ---     9    0     5
3467 kni02                   :  1764.8     1.0       3    33     ---     1    0     2
3468 omar_20_06              :  1764.7     5.0       7    71     ---     5    0     2
3469 mohitrocks              :  1764.7    23.5      79    30     ---    23    1    55
3470 Danish1123              :  1764.6   218.0     617    35     ---   213   10   394
3471 MisterRenn              :  1764.4     1.0       7    14     ---     1    0     6
3472 AshwinChunchu           :  1764.4    26.5      53    50     ---    25    3    25
3473 kingyuksel              :  1764.4   232.5     458    51     ---   227   11   220
3474 reti123                 :  1764.4     1.0       2    50     ---     1    0     1
3475 pascalreinhold          :  1764.4     1.0       2    50     ---     1    0     1
3476 Schachtus               :  1764.3     1.0       2    50     ---     1    0     1
3477 Nurse_Researcher        :  1764.1   287.0     447    64     ---   286    2   159
3478 anime1classroom         :  1763.9    31.5      52    61     ---    31    1    20
3479 mhmdahmd2               :  1763.9    13.5      24    56     ---    13    1    10
3480 kawaiiblackblue         :  1763.8     3.0      26    12     ---     3    0    23
3481 Guibfab                 :  1763.8     1.0       2    50     ---     1    0     1
3482 subnomial               :  1763.6     7.0      12    58     ---     7    0     5
3483 laS08                   :  1763.6     1.0       4    25     ---     1    0     3
3484 keatanpatel             :  1763.6     0.5       1    50     ---     0    1     0
3485 Dragon_Mir_Rus          :  1763.4    10.0      15    67     ---    10    0     5
3486 juicyoranges            :  1763.2     4.0      14    29     ---     4    0    10
3487 ChessCrystal            :  1763.1     5.0      10    50     ---     5    0     5
3488 eitan1111               :  1763.0    26.0      43    60     ---    26    0    17
3489 panosch2490             :  1763.0     9.5      15    63     ---     9    1     5
3490 qBERA                   :  1762.7     8.5      16    53     ---     8    1     7
3491 Quaestiones             :  1762.7    50.5     113    45     ---    50    1    62
3492 taha13892021            :  1762.5    73.0     171    43     ---    73    0    98
3493 Lucca_Pupo              :  1762.4    30.0      67    45     ---    28    4    35
3494 manvik12                :  1762.3    39.0      65    60     ---    38    2    25
3495 mrqrush                 :  1762.3    12.0      20    60     ---    12    0     8
3496 Gyusudhdh               :  1762.3     3.0       4    75     ---     3    0     1
3497 Eindje_clapt_je123      :  1762.2    53.0      98    54     ---    53    0    45
3498 Star_Gazer13            :  1762.2    63.0     137    46     ---    63    0    74
3499 Dragon_Emperor_9774     :  1762.0    13.5      38    36     ---    13    1    24
3500 LukeChessMaster         :  1762.0     2.0       3    67     ---     2    0     1
3501 Potlov3                 :  1762.0   195.5     337    58     ---   191    9   137
3502 timpmit18               :  1761.9     6.0      12    50     ---     6    0     6
3503 MeguminsGambit          :  1761.9     2.0       4    50     ---     2    0     2
3504 Gematta                 :  1761.8    16.0      24    67     ---    16    0     8
3505 dv1309                  :  1761.8     1.0       3    33     ---     1    0     2
3506 CaptainAmerica1000      :  1761.6     3.5       5    70     ---     3    1     1
3507 Yauheni                 :  1761.6    59.5     123    48     ---    58    3    62
3508 cenotafio               :  1761.4   177.5     350    51     ---   176    3   171
3509 Polish_fighter3001      :  1761.3    36.0      66    55     ---    35    2    29
3510 Maxwell99               :  1761.3     3.0       5    60     ---     3    0     2
3511 Timofei_K1208           :  1761.3     1.0       2    50     ---     1    0     1
3512 Mcgregor123             :  1761.1     2.0       3    67     ---     2    0     1
3513 Javadrostami20          :  1761.1     1.0       2    50     ---     1    0     1
3514 scrackerone             :  1761.0    39.0      89    44     ---    39    0    50
3515 Eugene_Made             :  1760.9    10.0      17    59     ---    10    0     7
3516 Prohor_2014             :  1760.8    64.0     116    55     ---    63    2    51
3517 hiimtheking             :  1760.8     4.0       5    80     ---     4    0     1
3518 Chess_Killer82          :  1760.7    26.0      45    58     ---    25    2    18
3519 b3terbread              :  1760.7    24.0      43    56     ---    24    0    19
3520 vusal257893             :  1760.6     8.0      17    47     ---     8    0     9
3521 MaxFideMaste3punto0     :  1760.5     1.5       4    38     ---     1    1     2
3522 Kafkasdede41            :  1760.5    10.0      23    43     ---    10    0    13
3523 ILikeHerculePoirot      :  1760.4     2.0       4    50     ---     2    0     2
3524 chess_hasan             :  1760.2     2.0       3    67     ---     2    0     1
3525 lPLlKCl                 :  1759.5     1.0       2    50     ---     1    0     1
3526 Aarryabacth             :  1759.1     1.0       2    50     ---     1    0     1
3527 quick-ly                :  1759.1     3.0       6    50     ---     3    0     3
3528 ShoremanFates           :  1759.1     3.0       5    60     ---     3    0     2
3529 n5757                   :  1759.1     1.0       4    25     ---     1    0     3
3530 Ivan191114              :  1758.8    34.5      56    62     ---    34    1    21
3531 BeenTaken               :  1758.8     1.0       3    33     ---     1    0     2
3532 kevin463                :  1758.6    36.5      53    69     ---    35    3    15
3533 Smurf_Account           :  1758.5    22.0      45    49     ---    22    0    23
3534 tukers                  :  1758.2    18.0      42    43     ---    18    0    24
3535 IAmAGod_3214            :  1758.1    22.5      43    52     ---    22    1    20
3536 Markus110703            :  1758.0     1.0       2    50     ---     1    0     1
3537 tomasnordberghejsan     :  1757.8   257.5     404    64     ---   254    7   143
3538 D-A-N-I-E-L-I-T-O       :  1757.8     2.0       4    50     ---     2    0     2
3539 Eliezer0306201070110    :  1757.8    23.0      67    34     ---    22    2    43
3540 DarkenedAlice           :  1757.7     1.0       2    50     ---     1    0     1
3541 mbowutter               :  1757.6     2.0       3    67     ---     2    0     1
3542 lisovskis007            :  1757.5     3.0       6    50     ---     3    0     3
3543 dragonchicken2          :  1757.4     1.0       2    50     ---     1    0     1
3544 Olavohenrique           :  1757.4     3.5      20    18     ---     3    1    16
3545 Arnav_Harish            :  1757.3     8.0      28    29     ---     8    0    20
3546 MateoBarrientosus       :  1757.3    25.0      34    74     ---    25    0     9
3547 Beegfood                :  1757.1     2.0       4    50     ---     2    0     2
3548 LeonLeo                 :  1756.9     3.0       4    75     ---     3    0     1
3549 Dark_Horse_Z            :  1756.6     3.0       6    50     ---     3    0     3
3550 CheckMateB              :  1756.5     3.0       6    50     ---     3    0     3
3551 DMA7                    :  1756.4    10.5      26    40     ---    10    1    15
3552 magnusfan01             :  1756.1     2.0       5    40     ---     2    0     3
3553 JoJoE111                :  1755.7    62.0     122    51     ---    62    0    60
3554 ChessAnes               :  1755.6     4.0       5    80     ---     4    0     1
3555 SAFGFahemU              :  1755.4     2.0       5    40     ---     2    0     3
3556 dragonsnake44           :  1755.3     7.5      12    62     ---     7    1     4
3557 ojodeaguila             :  1754.8    23.0      49    47     ---    23    0    26
3558 Chessiguana             :  1754.6     3.0       6    50     ---     3    0     3
3559 OliwiaRu                :  1754.6    50.5     101    50     ---    50    1    50
3560 Kadir060                :  1754.3     2.5       5    50     ---     2    1     2
3561 BulmacaKraliMemo        :  1754.3    17.0      30    57     ---    17    0    13
3562 karimovic-gn            :  1754.2     1.0       3    33     ---     1    0     2
3563 Checkmater_567          :  1754.0     2.5       6    42     ---     2    1     3
3564 Norsik                  :  1754.0     2.0       3    67     ---     2    0     1
3565 safiirW                 :  1754.0     2.0       7    29     ---     2    0     5
3566 PROGM19113              :  1753.9     2.0       7    29     ---     2    0     5
3567 AshotMkrtumyan2020      :  1753.9     2.5      10    25     ---     2    1     7
3568 Anshsinghaldph          :  1753.9     2.0       5    40     ---     2    0     3
3569 Mobin_vafa1             :  1753.8     7.0      18    39     ---     7    0    11
3570 pastasnipe88            :  1753.8     8.0      11    73     ---     8    0     3
3571 Vineellikeschess        :  1753.8     3.0       6    50     ---     3    0     3
3572 Baffett98               :  1753.6    11.5      31    37     ---    11    1    19
3573 chessedrez              :  1753.4    10.5      17    62     ---    10    1     6
3574 Stian17                 :  1753.3     1.0       2    50     ---     1    0     1
3575 KralkinG-8              :  1753.1    17.5      36    49     ---    17    1    18
3576 BadManUno               :  1752.9   433.0     939    46     ---   419   28   492
3577 NeverBetAgainstHouse    :  1752.8     5.0      10    50     ---     5    0     5
3578 sonmon7                 :  1752.7    21.0      48    44     ---    20    2    26
3579 mukkuu077               :  1752.7     1.0       2    50     ---     1    0     1
3580 HaricoMarita            :  1752.6    66.0     115    57     ---    65    2    48
3581 Grandpa_pig             :  1752.5     6.5      19    34     ---     6    1    12
3582 CristianoRonaldo_Jr     :  1752.3     1.0       3    33     ---     1    0     2
3583 RedQueen64              :  1752.3     1.0       3    33     ---     1    0     2
3584 jmf11                   :  1752.2    26.0      66    39     ---    25    2    39
3585 sanchitsharma21         :  1752.2   120.0     246    49     ---   118    4   124
3586 Moayad30                :  1752.0    74.0     166    45     ---    73    2    91
3587 Strekha_Viktor          :  1751.9     2.0      13    15     ---     2    0    11
3588 danyhungry1579          :  1751.8     2.0       3    67     ---     2    0     1
3589 odachd                  :  1751.6     3.0       7    43     ---     3    0     4
3590 ArturrPetrosyann        :  1751.6     6.0      10    60     ---     6    0     4
3591 wolfhide                :  1751.6     6.0      15    40     ---     6    0     9
3592 Chill_Kill              :  1751.5    23.0      43    53     ---    23    0    20
3593 id2008                  :  1751.5     2.0       3    67     ---     2    0     1
3594 AnaBanana4              :  1751.0     5.0       6    83     ---     5    0     1
3595 LittleMaker             :  1750.9     9.0      19    47     ---     9    0    10
3596 KD_chess                :  1750.9     9.5      16    59     ---     9    1     6
3597 Emre8778                :  1750.9     1.0       4    25     ---     1    0     3
3598 ZombiePlayz89           :  1750.6    28.0      54    52     ---    28    0    26
3599 Lucaciccia              :  1750.6     8.5      26    33     ---     8    1    17
3600 khenzo19                :  1750.5     3.0       5    60     ---     3    0     2
3601 FedirBohatyrchuk1892    :  1750.5   345.5     693    50     ---   341    9   343
3602 znoopyyyyy              :  1750.4    21.0      56    38     ---    20    2    34
3603 Slikiaz                 :  1750.3     1.0       2    50     ---     1    0     1
3604 Quangcanbest            :  1750.2     1.0       2    50     ---     1    0     1
3605 AAKARSHVISHVKARMA       :  1749.9     9.0      13    69     ---     9    0     4
3606 Lili20232023            :  1749.7    20.0      29    69     ---    19    2     8
3607 mark2525                :  1749.7     9.0      16    56     ---     9    0     7
3608 zeal_1                  :  1749.7    21.0      32    66     ---    21    0    11
3609 everett15               :  1749.6    63.0     104    61     ---    63    0    41
3610 weissFF                 :  1749.6    23.0      25    92     ---    23    0     2
3611 ChampionMV777           :  1749.4     3.0       5    60     ---     3    0     2
3612 jjBarea                 :  1749.4     5.0      13    38     ---     4    2     7
3613 fokinia                 :  1749.3     7.5      20    38     ---     7    1    12
3614 TheBlueDude1479         :  1749.3    11.0      17    65     ---    11    0     6
3615 Mehmetali_48            :  1749.3    14.0      33    42     ---    14    0    19
3616 Love2303                :  1749.2     4.0       7    57     ---     4    0     3
3617 TitoGuapo_Chess         :  1749.1    13.5      23    59     ---    13    1     9
3618 priyanshu73kumar        :  1749.1    33.0      77    43     ---    33    0    44
3619 berry4777               :  1749.0     0.5       1    50     ---     0    1     0
3620 Chesswithd              :  1749.0     4.0       5    80     ---     4    0     1
3621 Lombarov_Imbativel      :  1748.8    73.5     131    56     ---    73    1    57
3622 cRMSD                   :  1748.8     1.0       3    33     ---     1    0     2
3623 MAShater                :  1748.7    13.0      27    48     ---    13    0    14
3624 Ayushman_C              :  1748.7    18.0      38    47     ---    18    0    20
3625 James_Stone             :  1748.4     3.0       5    60     ---     3    0     2
3626 Drbassel85              :  1748.2    28.5      68    42     ---    27    3    38
3627 TheThrillOfUnknown      :  1748.1     1.0       6    17     ---     1    0     5
3628 Vovanchi                :  1748.0    50.5     120    42     ---    49    3    68
3629 Andrey-2015-pr          :  1747.7    65.5      94    70     ---    64    3    27
3630 DirkeyLeakys            :  1747.7    59.5     104    57     ---    57    5    42
3631 Prelanis                :  1747.7     1.0       2    50     ---     1    0     1
3632 Zduhach                 :  1747.6     2.0       3    67     ---     2    0     1
3633 Beautifuldreams         :  1747.4     4.0       8    50     ---     4    0     4
3634 KINGOFDRAGONS_05        :  1747.4     3.0       4    75     ---     3    0     1
3635 Alwaysthevictor         :  1747.1     2.0       3    67     ---     2    0     1
3636 lazzaretti              :  1746.9    54.0      72    75     ---    54    0    18
3637 KuznetsovMihail_2010    :  1746.9     3.0       5    60     ---     3    0     2
3638 j88q                    :  1746.8     9.0      18    50     ---     9    0     9
3639 Lifeforever             :  1746.7     7.5      20    38     ---     7    1    12
3640 Joelshijo               :  1746.7    44.0      72    61     ---    44    0    28
3641 RandomAwareness         :  1746.7    19.0      33    58     ---    19    0    14
3642 averagecartelmember     :  1746.6     8.5      19    45     ---     8    1    10
3643 ilGattoNero9000         :  1746.6     3.0       5    60     ---     3    0     2
3644 Dmitry_Voronin          :  1746.6  1740.0    3469    50     ---  1727   26  1716
3645 hi_player               :  1746.3     7.0      17    41     ---     7    0    10
3646 lO443                   :  1746.2    38.5      59    65     ---    37    3    19
3647 bryweak                 :  1746.1    13.5      21    64     ---    12    3     6
3648 Yu2ezz                  :  1746.1     6.0      15    40     ---     6    0     9
3649 shubh04gayle            :  1746.0    19.0      48    40     ---    18    2    28
3650 JMRSousa                :  1746.0     4.0       5    80     ---     4    0     1
3651 YLUSHKA2019             :  1746.0     4.0       7    57     ---     4    0     3
3652 rp232425                :  1745.8     1.0       3    33     ---     1    0     2
3653 VNYCHOK-GROBOVICHKA     :  1745.8    11.0      17    65     ---    11    0     6
3654 OnlyBulletOnlyUltra     :  1745.8     5.0       7    71     ---     5    0     2
3655 AndersonPerez_6CAR      :  1745.6     7.0       8    88     ---     7    0     1
3656 SupperTar-2000          :  1745.2     1.0       3    33     ---     1    0     2
3657 Dprad0                  :  1745.1     4.0       5    80     ---     4    0     1
3658 SlayerBlaise            :  1745.1     3.0       4    75     ---     3    0     1
3659 MountainView            :  1745.0     8.0      12    67     ---     8    0     4
3660 Mihail_123              :  1744.9    62.5     120    52     ---    62    1    57
3661 slimaik                 :  1744.8     2.0       4    50     ---     2    0     2
3662 Bionic-Alpha            :  1744.8     7.0      10    70     ---     7    0     3
3663 mightyplayer2023        :  1744.8     1.0       2    50     ---     1    0     1
3664 LowerMoon900            :  1744.7    35.5      60    59     ---    35    1    24
3665 Keshav_Taneja2007       :  1744.7     4.0       8    50     ---     4    0     4
3666 Moritz_Lerzer           :  1744.6     6.0      15    40     ---     6    0     9
3667 Sbss_MC                 :  1744.5     1.0       2    50     ---     1    0     1
3668 Milurit                 :  1744.4     7.0      12    58     ---     7    0     5
3669 Sammyzane               :  1744.3     2.0       8    25     ---     2    0     6
3670 svenskaspel012          :  1744.2     4.0       9    44     ---     4    0     5
3671 Beauvais_Vinechess      :  1744.1    22.0      42    52     ---    22    0    20
3672 Sajad_forlan            :  1743.9     7.0      14    50     ---     7    0     7
3673 Speed_Player2009        :  1743.7     5.0       8    62     ---     5    0     3
3674 sinchan22               :  1743.7     7.0      11    64     ---     6    2     3
3675 oriAnt1                 :  1743.6    15.0      26    58     ---    15    0    11
3676 arnav257                :  1743.5   174.0     326    53     ---   171    6   149
3677 Matematik555            :  1743.5   122.5     278    44     ---   122    1   155
3678 DianaMirza              :  1743.5     3.0      10    30     ---     3    0     7
3679 KINGJAHLAAL             :  1743.3   115.5     235    49     ---   114    3   118
3680 Ihatespammers           :  1743.3     2.0       3    67     ---     2    0     1
3681 Theodorik               :  1743.3     2.0       5    40     ---     2    0     3
3682 mahir385853             :  1743.2     2.0       3    67     ---     2    0     1
3683 dshgr1                  :  1743.1     1.0       2    50     ---     1    0     1
3684 kaml71                  :  1743.0    20.0      35    57     ---    20    0    15
3685 Georgekal23             :  1743.0     8.0      13    62     ---     8    0     5
3686 ChessPlayer_123989      :  1742.9     7.0      15    47     ---     7    0     8
3687 try_kuhn                :  1742.8     2.0       4    50     ---     2    0     2
3688 Julianpanpan            :  1742.8     2.0       4    50     ---     2    0     2
3689 TeHLiKe                 :  1742.7     3.0       6    50     ---     3    0     3
3690 knights_to_mate_you     :  1742.6     9.0      17    53     ---     9    0     8
3691 Chess_Master5411        :  1742.6     0.5       1    50     ---     0    1     0
3692 JacobSABH               :  1742.4    43.0      81    53     ---    41    4    36
3693 King_Snake2023          :  1742.4    67.0     116    58     ---    66    2    48
3694 santigo_gomez           :  1742.3    24.0      38    63     ---    24    0    14
3695 AlexandruEnache         :  1742.3    98.0     189    52     ---    95    6    88
3696 TotalYT                 :  1742.2     6.0      10    60     ---     6    0     4
3697 cvrsxcat                :  1741.9     1.0       2    50     ---     1    0     1
3698 Contreras69088          :  1741.9     4.0      19    21     ---     4    0    15
3699 Corpulent               :  1741.8     1.0       4    25     ---     1    0     3
3700 rauf31                  :  1741.8    19.0      31    61     ---    19    0    12
3701 tomratd                 :  1741.5    17.5      42    42     ---    17    1    24
3702 goda_nana               :  1741.5    20.0      63    32     ---    19    2    42
3703 B28371                  :  1741.3     2.0       3    67     ---     2    0     1
3704 Dieguito_Magnusiton     :  1741.3    12.0      26    46     ---    12    0    14
3705 LeoKutenkov             :  1741.3     9.5      23    41     ---     9    1    13
3706 Jephline                :  1741.1    25.0      49    51     ---    24    2    23
3707 Balandin_Aleksej2009    :  1740.9   179.0     430    42     ---   176    6   248
3708 si2mle100lesh           :  1740.9    26.5      50    53     ---    26    1    23
3709 martinking2017          :  1740.8    15.0      30    50     ---    15    0    15
3710 smolbrainbigpp          :  1740.8     2.0       3    67     ---     2    0     1
3711 Gishniz                 :  1740.7     2.0       4    50     ---     2    0     2
3712 Strizzi1963             :  1740.7    15.0      29    52     ---    15    0    14
3713 BL-Bardia               :  1740.7     5.0       7    71     ---     5    0     2
3714 CHESSHACK2000           :  1740.5     1.0       2    50     ---     1    0     1
3715 ChessAnalysTraining     :  1740.3     8.0      12    67     ---     8    0     4
3716 TheoSpieler             :  1740.0    35.0      57    61     ---    35    0    22
3717 Arturolopz1             :  1739.9     5.0      22    23     ---     5    0    17
3718 KirillAparin            :  1739.9     3.0       4    75     ---     3    0     1
3719 Harsh1234567            :  1739.8     9.0      24    38     ---     9    0    15
3720 alej01                  :  1739.8     7.5      14    54     ---     7    1     6
3721 MiguelMartinez_UCSS     :  1739.7    32.5      97    34     ---    32    1    64
3722 Kollamfighter11         :  1739.6     1.0       2    50     ---     1    0     1
3723 junglee_bhargav         :  1739.4    12.0      18    67     ---    12    0     6
3724 Sunset_2-0              :  1739.4     4.0      10    40     ---     4    0     6
3725 Jasonliu02              :  1739.3    17.5      58    30     ---    17    1    40
3726 Obada____Syria          :  1739.1     1.0       2    50     ---     1    0     1
3727 ToosieSlide             :  1738.9    79.0     161    49     ---    79    0    82
3728 I_OnlyPlayForFun        :  1738.9     2.0       4    50     ---     2    0     2
3729 Jwansido900             :  1738.9    10.0      13    77     ---    10    0     3
3730 Ghozlan                 :  1738.7     1.5       3    50     ---     1    1     1
3731 Dinujayakovida2011      :  1738.7     1.0       2    50     ---     1    0     1
3732 herobrine81             :  1738.6     2.0       5    40     ---     2    0     3
3733 Tiger2010M              :  1738.5    24.5      53    46     ---    24    1    28
3734 BestDeityGod            :  1738.4     1.0       4    25     ---     1    0     3
3735 DarkMimer               :  1738.3     1.0       3    33     ---     1    0     2
3736 eduardorosas1           :  1738.2    45.0      78    58     ---    45    0    33
3737 NAIRIORUJKRIST          :  1738.0    12.0      18    67     ---    12    0     6
3738 V35000                  :  1738.0     5.0       8    62     ---     5    0     3
3739 Denisdem008             :  1737.9     1.0       2    50     ---     1    0     1
3740 DrSpaAten               :  1737.5   181.5     383    47     ---   179    5   199
3741 Sma3m                   :  1737.5     2.0       4    50     ---     2    0     2
3742 Karpov2808              :  1737.4     5.0      10    50     ---     5    0     5
3743 Gs13131313131313        :  1737.3    49.0      77    64     ---    49    0    28
3744 AarP14                  :  1737.1    55.5     106    52     ---    55    1    50
3745 FGailliegue             :  1737.1     2.0       4    50     ---     2    0     2
3746 Guhanrebel              :  1737.1     5.0       8    62     ---     5    0     3
3747 oualidlmt1              :  1737.0    11.0      20    55     ---    11    0     9
3748 LouisBuckland           :  1737.0     5.5      16    34     ---     5    1    10
3749 FERNANDOJES3            :  1737.0    24.0      29    83     ---    24    0     5
3750 DrunkAperol69           :  1736.8     8.0      16    50     ---     8    0     8
3751 eyewin                  :  1736.7     1.0       2    50     ---     1    0     1
3752 MahyaVatani             :  1736.7     4.5      11    41     ---     4    1     6
3753 NicolasRuelas_Ccecna    :  1736.4    12.5      19    66     ---    12    1     6
3754 TouchofMagnus           :  1736.3     1.0       2    50     ---     1    0     1
3755 EcstaticFork            :  1736.1     2.0       3    67     ---     2    0     1
3756 Garry_Potter            :  1735.7    15.5      30    52     ---    15    1    14
3757 Aayush_Mohan            :  1735.6     6.0      10    60     ---     6    0     4
3758 Muxik                   :  1735.6     4.0       7    57     ---     4    0     3
3759 Yusuffer                :  1735.4    10.0      15    67     ---    10    0     5
3760 White_Death_101         :  1735.3     2.0       3    67     ---     2    0     1
3761 biqshaq                 :  1735.2     8.0      22    36     ---     7    2    13
3762 ali_qulamzada09         :  1735.2    18.0      50    36     ---    18    0    32
3763 iwanq                   :  1735.0     3.0       5    60     ---     3    0     2
3764 RositaM                 :  1734.9    14.5      26    56     ---    14    1    11
3765 kittu_the_Cat           :  1734.9     1.0       2    50     ---     1    0     1
3766 GeRsHiNsKiY             :  1734.8    12.0      29    41     ---    12    0    17
3767 RandomPlayer27          :  1734.4     1.0       2    50     ---     1    0     1
3768 Law17Enforcer1          :  1734.4    33.5      60    56     ---    33    1    26
3769 GU5FRING                :  1734.4     1.0       5    20     ---     1    0     4
3770 moli0703                :  1734.3     1.0       3    33     ---     1    0     2
3771 zhaozihan20111228       :  1734.2     1.0       2    50     ---     1    0     1
3772 EccentricGenius         :  1734.1     3.0       9    33     ---     3    0     6
3773 AtharvaKhandelia        :  1734.1     8.0      12    67     ---     8    0     4
3774 Oluche                  :  1734.0    31.0      61    51     ---    31    0    30
3775 momare                  :  1733.7     8.0      11    73     ---     8    0     3
3776 vandeti                 :  1733.7    10.0      18    56     ---    10    0     8
3777 Darlington12            :  1732.8    36.5      63    58     ---    36    1    26
3778 lx_5267                 :  1732.8   159.0     276    58     ---   157    4   115
3779 iwinyouloseok           :  1732.6    13.0      30    43     ---    13    0    17
3780 der-wolf87gm            :  1732.6     4.0       8    50     ---     4    0     4
3781 marianoohk              :  1732.6    26.0      48    54     ---    26    0    22
3782 Well222                 :  1732.3     3.0       5    60     ---     3    0     2
3783 SuperSpacer             :  1732.3   333.5     667    50     ---   331    5   331
3784 Snowwhite1              :  1732.1     2.0      10    20     ---     2    0     8
3785 Abel_Mathew_10          :  1732.0     3.0       6    50     ---     3    0     3
3786 Catpashas123            :  1731.9    22.5      48    47     ---    22    1    25
3787 irapela                 :  1731.8    41.5      95    44     ---    41    1    53
3788 JaySheng                :  1731.8    10.0      17    59     ---    10    0     7
3789 lubunoleh13             :  1731.7     5.5      10    55     ---     5    1     4
3790 Space_Odyssey           :  1731.7     1.0       2    50     ---     1    0     1
3791 Zamakula79              :  1731.5     3.0       4    75     ---     3    0     1
3792 NiceKindQueen           :  1731.3     1.0       2    50     ---     1    0     1
3793 ecarlate                :  1731.0    38.0      73    52     ---    38    0    35
3794 Chessmasterlife         :  1731.0     3.0       8    38     ---     3    0     5
3795 JollificationOnYT       :  1730.8    27.0      44    61     ---    27    0    17
3796 Adityamishra_4          :  1730.6     9.5      16    59     ---     9    1     6
3797 TACTICAL_BULL           :  1730.5   117.5     263    45     ---   116    3   144
3798 ienesayhan              :  1730.5     1.5      12    12     ---     1    1    10
3799 AnalyzerOfAnalysis      :  1730.2     5.0       9    56     ---     5    0     4
3800 qweasd11                :  1730.1     1.0       3    33     ---     1    0     2
3801 UpperMoon450            :  1730.0    20.0      34    59     ---    19    2    13
3802 mattj9199               :  1729.8     9.5      25    38     ---     9    1    15
3803 UFO_555                 :  1729.8     8.0      17    47     ---     8    0     9
3804 chxckm3yt3              :  1729.6    24.5      38    64     ---    24    1    13
