
   # PLAYER                  :  RATING  POINTS  PLAYED   (%)  CFS(%)     W    D     L
6683 Vecchi                  :  1434.1     2.5       8    31     ---     2    1     5
6684 Teyfox                  :  1434.0     2.0       3    67     ---     2    0     1
6685 AlexPro2002             :  1434.0     3.0       6    50     ---     3    0     3
6686 LeonidKim               :  1433.9    11.0      17    65     ---    11    0     6
6687 xNOMBRE89x              :  1433.8     8.0      12    67     ---     8    0     4
6688 alirezapro85            :  1433.5     2.0       5    40     ---     2    0     3
6689 DanielJose078           :  1433.3     3.0       5    60     ---     3    0     2
6690 Berlinforever           :  1433.2    37.0      73    51     ---    37    0    36
6691 biadmix                 :  1433.0     7.0      12    58     ---     7    0     5
6692 Proof2171               :  1433.0     6.0      10    60     ---     6    0     4
6693 alexandire              :  1432.9     1.0       3    33     ---     1    0     2
6694 Grabytx12               :  1432.9     5.0       7    71     ---     5    0     2
6695 striokas                :  1432.7    53.5      98    55     ---    53    1    44
6696 Lialit                  :  1432.6    13.5      26    52     ---    13    1    12
6697 Medv1dek                :  1432.6     6.0      17    35     ---     6    0    11
6698 Carlos_mickey           :  1432.5     1.0       4    25     ---     1    0     3
6699 Artem1227               :  1432.3    32.0      59    54     ---    32    0    27
6700 cucotechi               :  1432.3     1.0       2    50     ---     1    0     1
6701 certainlyBa             :  1432.1    10.0      35    29     ---    10    0    25
6702 sanchez_o               :  1431.9     1.0       2    50     ---     1    0     1
6703 Kirill_062013           :  1431.9     5.0       7    71     ---     5    0     2
6704 SergeySteblyanko        :  1431.7     1.0       3    33     ---     1    0     2
6705 AstroCat789             :  1431.6    12.0      34    35     ---    12    0    22
6706 Luka_OFF                :  1431.3     2.5      13    19     ---     2    1    10
6707 munnabi                 :  1431.3     2.0       8    25     ---     2    0     6
6708 vijayvasu12             :  1431.2     7.0      13    54     ---     7    0     6
6709 RithwikRaj              :  1431.2     7.0       8    88     ---     7    0     1
6710 RC32360                 :  1431.1     2.0       7    29     ---     2    0     5
6711 manoj_chandra           :  1430.7     2.0       7    29     ---     2    0     5
6712 Shadowfighter_01        :  1430.7     2.0       7    29     ---     2    0     5
6713 ChesscomIndia           :  1430.2     4.0       9    44     ---     4    0     5
6714 SpyrosFloros            :  1430.0     4.0       7    57     ---     4    0     3
6715 CoolBerserk             :  1429.9     1.0       2    50     ---     1    0     1
6716 Empiii                  :  1429.5     6.0      15    40     ---     6    0     9
6717 IriNa_80_19             :  1429.4    10.0      31    32     ---    10    0    21
6718 aldren06garing          :  1429.3    30.0      51    59     ---    29    2    20
6719 KMH_0104                :  1429.0     1.0       7    14     ---     1    0     6
6720 chris5827               :  1428.7     3.0       5    60     ---     3    0     2
6721 alexanderbel2           :  1428.7    18.0      29    62     ---    18    0    11
6722 bayilanzi               :  1428.5     4.0      13    31     ---     4    0     9
6723 DawidNiezgoda           :  1428.3     3.0      16    19     ---     3    0    13
6724 TEJASVA7                :  1428.2     1.0       3    33     ---     1    0     2
6725 gitongashadrack004      :  1427.8     4.0       7    57     ---     4    0     3
6726 Iamaling                :  1427.7     2.0       8    25     ---     2    0     6
6727 STRONGTHECRUSH_12       :  1427.5     1.0       2    50     ---     1    0     1
6728 kondisor841             :  1427.5     1.0       3    33     ---     1    0     2
6729 GlorySenpai02           :  1427.3     4.0       9    44     ---     4    0     5
6730 saadne75                :  1427.3    27.0      65    42     ---    27    0    38
6731 Alphamath               :  1427.3     1.0       6    17     ---     1    0     5
6732 VATSAL_GHETIA-14        :  1427.3    25.0      64    39     ---    25    0    39
6733 Cr4ckedChess            :  1427.2    12.0      35    34     ---    12    0    23
6734 Danya2010D              :  1427.1     3.0       6    50     ---     3    0     3
6735 BaszorTMGM              :  1427.1     7.0      13    54     ---     7    0     6
6736 sprpr                   :  1427.1     2.0       3    67     ---     2    0     1
6737 Zelllli                 :  1427.0    12.5      25    50     ---    12    1    12
6738 BowlerSSF2              :  1426.9     3.0       6    50     ---     3    0     3
6739 purplewinter            :  1426.8     1.0       3    33     ---     1    0     2
6740 kentavros               :  1426.8     5.0      11    45     ---     5    0     6
6741 divacleeva              :  1426.8     7.0      11    64     ---     7    0     4
6742 jairoajechess231        :  1426.7     2.0      10    20     ---     2    0     8
6743 rayan6446               :  1426.5    10.0      28    36     ---    10    0    18
6744 telyo12                 :  1426.5    30.0      45    67     ---    30    0    15
6745 MarcelinoRamos20029     :  1426.5    41.0      81    51     ---    41    0    40
6746 seregachesscom          :  1426.3     1.0       3    33     ---     1    0     2
6747 ZaiTchichess            :  1426.1    10.0      15    67     ---    10    0     5
6748 Ferrigny                :  1426.1     2.0       5    40     ---     2    0     3
6749 EVAN-7                  :  1425.9    11.0      13    85     ---    11    0     2
6750 juventus1994            :  1425.7     1.0       3    33     ---     1    0     2
6751 merenguemerengue        :  1425.5    11.0      50    22     ---    11    0    39
6752 OnMyPrisonPhone         :  1425.4     2.0       3    67     ---     2    0     1
6753 IronEagle_1             :  1425.2   101.0     234    43     ---   100    2   132
6754 jhilven                 :  1425.1     8.0      21    38     ---     8    0    13
6755 ZAbeginSKY              :  1424.9    16.0      31    52     ---    16    0    15
6756 yagizozcelik250         :  1424.7    21.0      25    84     ---    21    0     4
6757 TheBoaT                 :  1424.6     2.0       3    67     ---     2    0     1
6758 AQUETEGANO222LOCO       :  1424.5     4.0       6    67     ---     4    0     2
6759 Kirill-Foksi2014        :  1424.5     3.0       9    33     ---     3    0     6
6760 LaPizzaAuSaumon         :  1424.1     1.0       3    33     ---     1    0     2
6761 gautham2010             :  1424.1     3.0       9    33     ---     3    0     6
6762 Alsobluee               :  1424.1     5.0      11    45     ---     5    0     6
6763 Quan345                 :  1424.0    41.0      72    57     ---    41    0    31
6764 josephnaeim             :  1423.9   203.5     399    51     ---   202    3   194
6765 Mr_Un                   :  1423.7     7.0      24    29     ---     7    0    17
6766 tomtom2021              :  1423.5    21.0      45    47     ---    21    0    24
6767 cautiveriofugaz         :  1423.4     1.0       2    50     ---     1    0     1
6768 Mohamm2010ed            :  1423.4     4.0       6    67     ---     4    0     2
6769 marj08                  :  1423.4     3.0       8    38     ---     3    0     5
6770 GrandHedgehog           :  1423.3     5.0      20    25     ---     5    0    15
6771 stockfishlevel3900      :  1423.3    14.0      20    70     ---    14    0     6
6772 tmsaisamarth_2013       :  1423.3    12.5      35    36     ---    12    1    22
6773 InkShadow               :  1423.2     1.0       2    50     ---     1    0     1
6774 THE_HOT_LIST_001-GOD    :  1423.1     4.0      10    40     ---     4    0     6
6775 Gabi_2004               :  1423.0     3.0       4    75     ---     3    0     1
6776 manaralsaad21           :  1422.7    11.0      24    46     ---    11    0    13
6777 PRom2014                :  1422.6     6.0       8    75     ---     6    0     2
6778 LKVEnemies_Princess     :  1422.5     4.0       9    44     ---     4    0     5
6779 TCLucaplayer            :  1422.4     4.0      10    40     ---     4    0     6
6780 Tiyko1                  :  1422.1     9.0      14    64     ---     9    0     5
6781 Emilepieter             :  1422.1     3.0       4    75     ---     3    0     1
6782 DAVID_SAH               :  1421.9     1.0       4    25     ---     1    0     3
6783 Dino_Chess              :  1421.9     1.0       3    33     ---     1    0     2
6784 port_petrovsk           :  1421.6     6.0      17    35     ---     6    0    11
6785 zoiaq                   :  1421.3    31.0      54    57     ---    31    0    23
6786 FGLLLaaas               :  1421.3     2.0       3    67     ---     2    0     1
6787 ttd001                  :  1421.3     2.0       3    67     ---     2    0     1
6788 mheadley                :  1421.2     3.0       4    75     ---     3    0     1
6789 Mahyarchessmasters      :  1421.1     0.5       2    25     ---     0    1     1
6790 Rishick_BCA             :  1421.0     2.0       6    33     ---     2    0     4
6791 Yerson_Nisu             :  1420.7    59.5     137    43     ---    59    1    77
6792 Kupfernitrat            :  1420.3    23.0      39    59     ---    23    0    16
6793 Enzogil123              :  1420.3     5.0      17    29     ---     5    0    12
6794 Simbachka_kot           :  1420.0     3.0      12    25     ---     3    0     9
6795 Jovan_Djumic            :  1420.0     4.0       5    80     ---     4    0     1
6796 Jeffrey2211             :  1419.6     1.0       2    50     ---     1    0     1
6797 ashamashakani           :  1419.4     1.0       3    33     ---     1    0     2
6798 Mokotete                :  1419.2    11.0      16    69     ---    11    0     5
6799 thatprogrammer          :  1419.0     2.0       5    40     ---     2    0     3
6800 el-juego-de-calamar     :  1419.0     1.0       4    25     ---     1    0     3
6801 GabrielIgnacioTagle     :  1418.9     1.0       2    50     ---     1    0     1
6802 Lionel_Messi2000        :  1418.8     1.0       6    17     ---     1    0     5
6803 Bashirrabiu777          :  1418.7    16.0      25    64     ---    16    0     9
6804 Stepan682257            :  1418.6     1.0       3    33     ---     1    0     2
6805 ananthu2011             :  1418.5     1.0       2    50     ---     1    0     1
6806 Doska5                  :  1418.2     4.0      13    31     ---     4    0     9
6807 adanali_memati_bas      :  1417.9     1.0       2    50     ---     1    0     1
6808 Buradura                :  1417.8    12.0      19    63     ---    12    0     7
6809 carlos_ic36             :  1417.7     1.0       2    50     ---     1    0     1
6810 CRUZTAN                 :  1417.7     1.0       4    25     ---     1    0     3
6811 Scriptalorian           :  1417.3     1.0       4    25     ---     1    0     3
6812 lllizbet                :  1417.2     4.0       5    80     ---     4    0     1
6813 jahongir2004            :  1417.2    14.0      17    82     ---    14    0     3
6814 ybh2023                 :  1417.1     5.0       9    56     ---     5    0     4
6815 IronMax_22              :  1416.7    27.5      56    49     ---    27    1    28
6816 Haya13212               :  1416.5   146.0     322    45     ---   144    4   174
6817 RssehC00                :  1416.4     2.0       5    40     ---     2    0     3
6818 board_annihiator        :  1416.1     2.0       4    50     ---     2    0     2
6819 RockstarYug             :  1416.0    58.5      71    82     ---    58    1    12
6820 hikarou2011             :  1416.0     1.0       2    50     ---     1    0     1
6821 chez_lord               :  1415.9     3.0       6    50     ---     3    0     3
6822 Mate_Sinjski            :  1415.8     4.0      15    27     ---     4    0    11
6823 valentinrunner13_4      :  1415.7     4.0       8    50     ---     4    0     4
6824 ordinarychessdude       :  1415.7     3.0      17    18     ---     3    0    14
6825 Omarov_Ahmed-H          :  1415.6     5.0      14    36     ---     5    0     9
6826 A97lark                 :  1415.3    76.0     165    46     ---    76    0    89
6827 louis20090              :  1415.3     3.0       6    50     ---     3    0     3
6828 Amawtac                 :  1415.1    39.0      82    48     ---    39    0    43
6829 hanyesss                :  1415.1     2.0       5    40     ---     2    0     3
6830 idan9632                :  1415.1     1.0       2    50     ---     1    0     1
6831 nathanpro555            :  1415.1     4.0      14    29     ---     4    0    10
6832 GERWEN                  :  1414.9    11.0      17    65     ---    11    0     6
6833 ArcyBlancior            :  1414.7    19.5      51    38     ---    19    1    31
6834 Brahimi23               :  1414.7     4.0      10    40     ---     4    0     6
6835 TomatoMathew            :  1414.3    22.0      42    52     ---    22    0    20
6836 Vadim91                 :  1414.2     6.0      18    33     ---     6    0    12
6837 pescador_00             :  1414.1     7.5      13    58     ---     7    1     5
6838 Bongs2                  :  1413.9    19.0      32    59     ---    19    0    13
6839 EmirWepa                :  1413.5     1.0       4    25     ---     1    0     3
6840 Tadi97                  :  1413.3    12.0      28    43     ---    12    0    16
6841 Andre890                :  1413.3    19.0      29    66     ---    19    0    10
6842 a2_union                :  1413.1     3.0       7    43     ---     3    0     4
6843 sahvladaaa08            :  1413.0     1.0       2    50     ---     1    0     1
6844 Sergey_Ivannikov        :  1413.0     8.0      14    57     ---     7    2     5
6845 Prickly                 :  1412.9   350.0     659    53     ---   350    0   309
6846 Danjyboi                :  1412.9    44.5      76    59     ---    44    1    31
6847 ApexViper               :  1412.9     2.0       6    33     ---     2    0     4
6848 NafCa                   :  1412.8     7.0      11    64     ---     7    0     4
6849 Lahan_2014              :  1412.7     7.0      11    64     ---     7    0     4
6850 moreexcuses123          :  1412.6     1.0       2    50     ---     1    0     1
6851 power_factor            :  1412.6     1.0       6    17     ---     1    0     5
6852 Augustas2009            :  1412.4    14.0      23    61     ---    14    0     9
6853 kotdikii                :  1412.3    12.0      29    41     ---    12    0    17
6854 SleshSmesh              :  1412.3    25.0      38    66     ---    25    0    13
6855 SVLgirl13               :  1412.2     3.0       7    43     ---     3    0     4
6856 lrtert                  :  1412.1     1.0       4    25     ---     1    0     3
6857 lacobra40               :  1412.1     1.0       4    25     ---     1    0     3
6858 Streamer_Pro            :  1411.8     2.0       7    29     ---     2    0     5
6859 diego871alfredo         :  1411.8    13.0      20    65     ---    13    0     7
6860 NekrasovIvan            :  1411.4     5.0      10    50     ---     5    0     5
6861 MUSTAFATUGRAHAN12       :  1411.2     7.0      14    50     ---     7    0     7
6862 advait0705              :  1411.2     1.0       2    50     ---     1    0     1
6863 Minjaechess             :  1411.0     2.0       7    29     ---     2    0     5
6864 MarceloRiss             :  1410.9    16.0      72    22     ---    16    0    56
6865 sssrepoksss             :  1410.9     4.0       8    50     ---     4    0     4
6866 sasai_kudosai           :  1410.7     6.0       8    75     ---     6    0     2
6867 TymonKolashinskiy       :  1410.4     6.0      12    50     ---     6    0     6
6868 avazed                  :  1410.4     1.0       3    33     ---     1    0     2
6869 Jeweled                 :  1410.3     1.0       4    25     ---     1    0     3
6870 sellmethispen           :  1410.3     3.0       8    38     ---     3    0     5
6871 SeerTheFeared           :  1410.2     2.0       7    29     ---     2    0     5
6872 Whitebeard17            :  1410.0     1.5       3    50     ---     1    1     1
6873 Galaev_Georgii14        :  1409.9     2.0       6    33     ---     2    0     4
6874 tonkosebastijan2        :  1409.6     7.0      16    44     ---     7    0     9
6875 bonzeREchiDNA           :  1409.5     9.0      29    31     ---     9    0    20
6876 Deboraverga_12larga     :  1409.5     1.0       3    33     ---     1    0     2
6877 budaqov2009             :  1409.5     4.0       5    80     ---     4    0     1
6878 Benppychess             :  1409.4     1.0       4    25     ---     1    0     3
6879 luisjordan987           :  1409.3     1.0       3    33     ---     1    0     2
6880 Lucasbw                 :  1409.3     4.0       9    44     ---     4    0     5
6881 Flash73                 :  1408.9     4.0      14    29     ---     4    0    10
6882 YTHAN10                 :  1408.9     7.0      14    50     ---     7    0     7
6883 Masoud_Manfred          :  1408.9     5.0      24    21     ---     5    0    19
6884 FastestManAlive0121     :  1408.8     5.0      14    36     ---     5    0     9
6885 ananthan_2008           :  1408.8     2.0       7    29     ---     2    0     5
6886 MBueno14                :  1408.6     4.0       5    80     ---     4    0     1
6887 VuXuanBacVN2014         :  1408.5   127.0     217    59     ---   126    2    89
6888 Charizard101            :  1408.5     1.0       2    50     ---     1    0     1
6889 Cactuslove              :  1408.4   335.5     735    46     ---   335    1   399
6890 johnivanov928           :  1408.4     4.0       6    67     ---     4    0     2
6891 FelixG711               :  1408.4     4.0       6    67     ---     4    0     2
6892 OjasSui                 :  1408.3    14.0      36    39     ---    14    0    22
6893 lankaldkv               :  1408.2     3.0       8    38     ---     3    0     5
6894 RMCA                    :  1408.2    77.5     159    49     ---    77    1    81
6895 gambitspecialist        :  1408.1     2.0       7    29     ---     2    0     5
6896 Kirill-Okorokov1984     :  1408.0     1.0       3    33     ---     1    0     2
6897 RobertSmith             :  1407.9     1.0       8    12     ---     1    0     7
6898 Rashed31                :  1407.9    16.0      47    34     ---    16    0    31
6899 MR_Noobv2               :  1407.8     1.0       4    25     ---     1    0     3
6900 Gusto88                 :  1407.8     1.0       4    25     ---     1    0     3
6901 DilemOzkanFIDE          :  1407.7     1.0       2    50     ---     1    0     1
6902 akcesoria               :  1407.3     2.0       8    25     ---     2    0     6
6903 Good_Knight123          :  1407.3     6.0       9    67     ---     6    0     3
6904 MikeFakhoury            :  1407.2     2.0       3    67     ---     2    0     1
6905 chesskingmasterd        :  1407.2     6.0      17    35     ---     6    0    11
6906 OrepalaciosAndre        :  1407.1   276.0     547    50     ---   274    4   269
6907 RitwikAgrawal           :  1407.0     8.0      25    32     ---     8    0    17
6908 Yaroslav_2013           :  1406.9     3.0       4    75     ---     3    0     1
6909 lidufdiuag              :  1406.8     7.0      16    44     ---     7    0     9
6910 Mr_Verfi                :  1406.7     3.0       7    43     ---     3    0     4
6911 aliashnaeian            :  1406.6     2.0       3    67     ---     2    0     1
6912 Tischillard             :  1406.5     2.0       4    50     ---     2    0     2
6913 RealWizard              :  1406.4    12.5      21    60     ---    12    1     8
6914 ArtemArtem9             :  1406.3     2.0       4    50     ---     2    0     2
6915 OverrideQ               :  1406.2    33.0      69    48     ---    33    0    36
6916 HrishikeshHariharan1    :  1406.2     2.0       3    67     ---     2    0     1
6917 stallion17              :  1406.0     1.0       2    50     ---     1    0     1
6918 kerkskie                :  1405.7     4.0       9    44     ---     4    0     5
6919 Bladi_AM                :  1405.6     7.0       9    78     ---     7    0     2
6920 DxTuerano               :  1405.3     1.0       2    50     ---     1    0     1
6921 Islam_Abdusalamov       :  1405.2    21.0      44    48     ---    21    0    23
6922 Creative02              :  1404.7     2.0       9    22     ---     2    0     7
6923 xxBETEPAHxx             :  1404.7     4.0       7    57     ---     4    0     3
6924 sebakusa                :  1404.5     2.0       3    67     ---     2    0     1
6925 Da_Nikoros              :  1404.5     2.0       3    67     ---     2    0     1
6926 Utkarsh2014             :  1404.5     3.0       8    38     ---     3    0     5
6927 f1NDY                   :  1404.4     9.0      13    69     ---     9    0     4
6928 heallan                 :  1404.4   632.0    1676    38     ---   630    4  1042
6929 janitin                 :  1404.4     1.0       2    50     ---     1    0     1
6930 bogazesintisi           :  1404.4    65.0     143    45     ---    65    0    78
6931 jamesroyale             :  1404.3     1.0       3    33     ---     1    0     2
6932 YuPengzhi               :  1404.1    51.0      83    61     ---    50    2    31
6933 Edulex                  :  1404.1     2.0       5    40     ---     2    0     3
6934 CEMO2010                :  1404.0    77.5     172    45     ---    77    1    94
6935 bbblitz                 :  1403.9     2.0       8    25     ---     2    0     6
6936 ArEr21                  :  1403.8     7.0      12    58     ---     7    0     5
6937 RBNikhil2014            :  1403.8    15.0      19    79     ---    15    0     4
6938 NikolaB123              :  1403.8    15.0      22    68     ---    15    0     7
6939 Vagesh1997              :  1403.7     2.0      10    20     ---     2    0     8
6940 Rtg18                   :  1403.6     3.0       7    43     ---     3    0     4
6941 ATOMIKLIVE_TIMA         :  1403.6     3.0       7    43     ---     3    0     4
6942 Noyan-Shadbash93        :  1403.5    15.0      26    58     ---    15    0    11
6943 THEFUTUREGM200          :  1403.4     1.0       2    50     ---     1    0     1
6944 Angelina-a              :  1402.9     2.0       9    22     ---     2    0     7
6945 Pm_23                   :  1402.9     0.5       1    50     ---     0    1     0
6946 MartaXr3                :  1402.9     1.0       2    50     ---     0    2     0
6947 LeBest666               :  1402.9    67.0     101    66     ---    67    0    34
6948 foxytiti                :  1402.6   106.5     196    54     ---   105    3    88
6949 jkh8                    :  1402.3     1.0       2    50     ---     1    0     1
6950 Malel                   :  1402.3    55.5     124    45     ---    55    1    68
6951 avyansingh01            :  1401.8     1.0       2    50     ---     1    0     1
6952 dylan_foley             :  1401.7    11.0      12    92     ---    11    0     1
6953 vremizov2008            :  1401.6     1.0       2    50     ---     1    0     1
6954 Cnrynk                  :  1401.6    20.0      35    57     ---    20    0    15
6955 Donhjay                 :  1401.5    43.5     103    42     ---    43    1    59
6956 Joel45_72               :  1401.4     1.0       9    11     ---     1    0     8
6957 Hockey_7                :  1401.4     2.0       4    50     ---     2    0     2
6958 MyBlunderAccount        :  1401.3    21.0      39    54     ---    21    0    18
6959 nichicrack              :  1401.3     1.0       8    12     ---     1    0     7
6960 Daphne_Mace             :  1401.1     1.0       7    14     ---     1    0     6
6961 yonatanyg               :  1400.9     8.0      26    31     ---     8    0    18
6962 Sajjadmm                :  1400.9     1.0       5    20     ---     1    0     4
6963 pavel_9578              :  1400.9     1.0       2    50     ---     1    0     1
6964 FreddieJuly             :  1400.8     2.0       3    67     ---     2    0     1
6965 Admi59                  :  1400.8     2.0       4    50     ---     2    0     2
6966 RCMaki                  :  1400.6     2.0       3    67     ---     2    0     1
6967 Zuhaily86               :  1400.6    28.0      50    56     ---    28    0    22
6968 StrekalovskiyLev        :  1400.3    13.0      25    52     ---    13    0    12
6969 flowieden               :  1400.1    49.0      75    65     ---    49    0    26
6970 whoamI2727              :  1400.0     1.0       7    14     ---     1    0     6
6971 chessplayermelis        :  1399.9     4.0      13    31     ---     4    0     9
6972 GeloGeronimo08          :  1399.6     2.0       5    40     ---     2    0     3
6973 Chess39600              :  1399.5    25.5      47    54     ---    25    1    21
6974 ionplayer               :  1399.5     9.0      13    69     ---     9    0     4
6975 Ground_Pound            :  1399.2    11.0      32    34     ---    11    0    21
6976 Burak_TOGRUL57          :  1399.2    21.5      46    47     ---    21    1    24
6977 Den2203                 :  1399.1     6.0      11    55     ---     6    0     5
6978 erenyeager564319        :  1399.0     3.0      10    30     ---     3    0     7
6979 khrapov1111             :  1399.0     1.0       4    25     ---     1    0     3
6980 notyouraveragejock      :  1398.9     1.5       7    21     ---     1    1     5
6981 Ijevan-Chess777         :  1398.8    12.0      32    38     ---    12    0    20
6982 zyccyz                  :  1398.8     9.0      17    53     ---     9    0     8
6983 VINMACBOOK999           :  1398.8     3.0       6    50     ---     3    0     3
6984 landri1999              :  1398.8     5.0       9    56     ---     5    0     4
6985 Picachu2014             :  1398.5     1.0       2    50     ---     1    0     1
6986 Zhandrey                :  1398.5   137.5     273    50     ---   137    1   135
6987 GARAYO                  :  1398.3     1.0      13     8     ---     1    0    12
6988 yunuse00                :  1398.2     6.0      12    50     ---     6    0     6
6989 shriyankadambi          :  1398.1    14.0      21    67     ---    14    0     7
6990 Hackbond                :  1398.1    53.0      96    55     ---    53    0    43
6991 Magnus37278282829       :  1397.8    48.0      64    75     ---    48    0    16
6992 lssnc                   :  1397.7     1.0       4    25     ---     1    0     3
6993 OOPS_10                 :  1397.7     2.0       6    33     ---     2    0     4
6994 VinceTP                 :  1397.7     1.0       8    12     ---     1    0     7
6995 Arsen_Chakhalov2012     :  1397.5     3.0       5    60     ---     3    0     2
6996 anay-618                :  1397.4     5.0      17    29     ---     5    0    12
6997 botnot4                 :  1397.2     1.5       5    30     ---     1    1     3
6998 FrankfordKyle           :  1397.2     5.0      14    36     ---     5    0     9
6999 Sverrem                 :  1397.0     2.0       3    67     ---     2    0     1
7000 danser2715              :  1396.9     1.0       5    20     ---     1    0     4
7001 Aleks_Liskov            :  1396.9     6.0      12    50     ---     6    0     6
7002 CsLobbyleas             :  1396.7     7.0      13    54     ---     7    0     6
7003 KNIGHTBLADE_123         :  1396.7    55.0     124    44     ---    55    0    69
7004 CHESSFFB1000            :  1396.6    13.0      19    68     ---    13    0     6
7005 Ramiro_345p             :  1396.5     6.0      10    60     ---     6    0     4
7006 Mathis-jj               :  1396.4     1.0       2    50     ---     1    0     1
7007 Nikolas1900             :  1396.4    14.0      47    30     ---    14    0    33
7008 siddhu_b                :  1396.3    11.0      22    50     ---    11    0    11
7009 CHesS_KoTiK             :  1396.2     1.0       3    33     ---     1    0     2
7010 Sahil_Rana              :  1396.2     7.5      16    47     ---     7    1     8
7011 hehoh36                 :  1396.1     1.0       3    33     ---     1    0     2
7012 sitii                   :  1395.8    10.0      22    45     ---    10    0    12
7013 Lalev                   :  1395.6    62.0     127    49     ---    62    0    65
7014 Gaby0823                :  1395.6    13.0      24    54     ---    13    0    11
7015 itsjimmy98              :  1395.4     3.0       7    43     ---     3    0     4
7016 mirac466                :  1395.1     6.0       9    67     ---     6    0     3
7017 shmel_rogatiy           :  1395.1     1.0       2    50     ---     1    0     1
7018 I_am_SHADOW             :  1394.9     2.0       3    67     ---     2    0     1
7019 jose12262007            :  1394.8    17.0      29    59     ---    17    0    12
7020 Only64m2                :  1394.8     1.0       3    33     ---     1    0     2
7021 Alexandr25e             :  1394.7    21.0      34    62     ---    20    2    12
7022 D01R                    :  1394.6     2.0       6    33     ---     2    0     4
7023 itsumogakusei           :  1394.5    44.5     148    30     ---    44    1   103
7024 Resolution2028Nov12     :  1394.5     1.0       4    25     ---     1    0     3
7025 chessistheUAE           :  1394.4     3.0       9    33     ---     3    0     6
7026 iliachernokol228lol     :  1394.2     1.0       3    33     ---     1    0     2
7027 michael14_10            :  1394.1     1.0       2    50     ---     1    0     1
7028 Lucaoliv                :  1394.1     1.0       4    25     ---     1    0     3
7029 Kartoffelninofeninof    :  1394.1     1.0       4    25     ---     1    0     3
7030 Shivank_Madan           :  1394.1     4.0       6    67     ---     4    0     2
7031 Abdelrahmane4e5         :  1393.9    10.0      20    50     ---    10    0    10
7032 A_Naidonov              :  1393.9     4.0       6    67     ---     4    0     2
7033 Teviotzzzz              :  1393.7     1.0       5    20     ---     1    0     4
7034 luc_072                 :  1393.7     2.0       4    50     ---     2    0     2
7035 ospina1989              :  1393.4     2.0       4    50     ---     2    0     2
7036 Emircanksm              :  1393.2     1.0       2    50     ---     1    0     1
7037 Ojuara2017              :  1393.1   217.0     608    36     ---   213    8   387
7038 zanjan541               :  1392.9     2.0      10    20     ---     2    0     8
7039 zhikeat                 :  1392.9    16.0      35    46     ---    16    0    19
7040 Chakresh01              :  1392.7     6.0       8    75     ---     6    0     2
7041 colochorompealmoadas    :  1392.7    35.5      78    46     ---    35    1    42
7042 Wallbreaker89           :  1392.6    26.0      52    50     ---    26    0    26
7043 M_Kazem                 :  1392.4    28.0      54    52     ---    28    0    26
7044 knovaljames             :  1392.4     1.0       2    50     ---     1    0     1
7045 orkun_guldali           :  1392.1     1.0       2    50     ---     1    0     1
7046 klyybni4ka              :  1392.1    10.5      27    39     ---    10    1    16
7047 khalasarr               :  1392.1    14.5      23    63     ---    14    1     8
7048 ChessUpAMRAP            :  1392.0    37.0      79    47     ---    37    0    42
7049 Prokopev_Roman          :  1391.8     5.0      11    45     ---     5    0     6
7050 TheNipu                 :  1391.7    10.0      19    53     ---    10    0     9
7051 Devati936               :  1391.4    27.5     114    24     ---    27    1    86
7052 chezlars                :  1391.4     3.0       6    50     ---     3    0     3
7053 R_A_F_I_N1              :  1391.3    58.0     112    52     ---    58    0    54
7054 Slay3rsZ                :  1391.2     3.0      10    30     ---     3    0     7
7055 crisstiansimeonn11      :  1391.2    27.0      47    57     ---    26    2    19
7056 Yusuf-1b                :  1391.2    51.0      90    57     ---    51    0    39
7057 rg3111                  :  1391.0     1.0       2    50     ---     1    0     1
7058 LaiiiL90                :  1390.9     6.0      23    26     ---     6    0    17
7059 Hoang_Jr-2k8            :  1390.9     8.0      12    67     ---     8    0     4
7060 davir_akhtyamov         :  1390.8    69.0     115    60     ---    69    0    46
7061 PaddyM23                :  1390.7     3.0       8    38     ---     3    0     5
7062 Starsy                  :  1390.6     1.0       3    33     ---     1    0     2
7063 Chessblazer111          :  1390.5     7.0      13    54     ---     7    0     6
7064 zhenyanwang             :  1390.4     1.0       5    20     ---     1    0     4
7065 AlessandroPayano24      :  1390.1     5.0      20    25     ---     5    0    15
7066 SpecialChessburger      :  1390.0   137.5     254    54     ---   137    1   116
7067 Zedd75                  :  1389.9     1.0       5    20     ---     1    0     4
7068 yz                      :  1389.9     9.0      14    64     ---     9    0     5
7069 rafdelia                :  1389.7     4.0      10    40     ---     4    0     6
7070 kennyzls                :  1389.7     1.0       5    20     ---     1    0     4
7071 MironMiron2014          :  1389.7     7.0       9    78     ---     7    0     2
7072 Potuma                  :  1389.7     1.0       2    50     ---     1    0     1
7073 Arshu_1913              :  1389.7     2.5       3    83     ---     2    1     0
7074 Jadwiga1313             :  1389.5     3.0       7    43     ---     3    0     4
7075 savrasova54             :  1389.5    80.0     193    41     ---    80    0   113
7076 unknown3000             :  1389.4     1.0       3    33     ---     1    0     2
7077 Krocan505202            :  1389.4    16.0      37    43     ---    16    0    21
7078 Egr2110                 :  1389.3     1.0       2    50     ---     1    0     1
7079 Kat4512                 :  1389.3     2.0       6    33     ---     2    0     4
7080 Kto_to_tam_to_2_0       :  1389.3     3.0       7    43     ---     3    0     4
7081 kaiser_timothy_tan      :  1389.2     3.0       9    33     ---     3    0     6
